index,agent_id,agent_name,agent_type,base_stats_folder,log_file,run_id,score,stats_folders,world
0,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.095bae52,0.9151088892712556,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.09
1,01Xe@0,01Xe@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.095bae52,0.584287309847973,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.09
2,04LYR@1,04LYR@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.095bae52,1.0196758115380278,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-XUDn.09
3,00LYR@0,00LYR@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11eb5268,1.0761845788999191,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11
4,01Pr@0,01Pr@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11eb5268,0.2712784964014794,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11
5,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11eb5268,1.289485196127501,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-PeAZ.11
6,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000320251205H1139423651402d3f_L-X-UNKd.09128e84,0.8655286720092622,,000320251205H1139423651402d3f_L-X-UNKd.09
7,01Xe@0,01Xe@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000320251205H1139423651402d3f_L-X-UNKd.09128e84,0.2570017486515661,,000320251205H1139423651402d3f_L-X-UNKd.09
8,04USM@1,04USM@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000320251205H1139423651402d3f_L-X-UNKd.09128e84,1.452274587588597,,000320251205H1139423651402d3f_L-X-UNKd.09
9,00LCI@0,00LCI@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.0858fba0,0.5160065824943482,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.08
10,04LYR@1,04LYR@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.0858fba0,0.9162360092865672,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.08
11,05Xe@1,05Xe@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.0858fba0,1.3213365446314644,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-X5NL.08
12,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,,,000320251205H1139423651402d3f_L-U-P3Oz.11b6d13b,0.4116390826620313,,000320251205H1139423651402d3f_L-U-P3Oz.11
13,01Po@0,01Po@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000320251205H1139423651402d3f_L-U-P3Oz.11b6d13b,0.1450453996975554,,000320251205H1139423651402d3f_L-U-P3Oz.11
14,04USM@1,04USM@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000320251205H1139423651402d3f_L-U-P3Oz.11b6d13b,1.480231153844303,,000320251205H1139423651402d3f_L-U-P3Oz.11
15,00Xe@0,00Xe@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000120251205H113942213462aczN_L-X-UxR1.05d15556,0.7836407484203328,,000120251205H113942213462aczN_L-X-UxR1.05
16,05USM@1,05USM@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000120251205H113942213462aczN_L-X-UxR1.05d15556,1.272582846532759,,000120251205H113942213462aczN_L-X-UxR1.05
17,10Li@2,10Li@2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000120251205H113942213462aczN_L-X-UxR1.05d15556,1.0694006643236078,,000120251205H113942213462aczN_L-X-UxR1.05
18,00KAT@0,00KAT@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,,,000120251205H113942213462aczN_P-K-OsuS.0329aaf6,0.9504195920122016,,000120251205H113942213462aczN_P-K-OsuS.03
19,05Op@1,05Op@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,,,000120251205H113942213462aczN_P-K-OsuS.0329aaf6,-0.4989604363827506,,000120251205H113942213462aczN_P-K-OsuS.03
20,10Pr@2,10Pr@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000120251205H113942213462aczN_P-K-OsuS.0329aaf6,0.400810113335839,,000120251205H113942213462aczN_P-K-OsuS.03
21,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000420251205H113942444814iCAZ_L-X-PARY.12e9ef58,0.9689543851439406,,000420251205H113942444814iCAZ_L-X-PARY.12
22,01Pr@0,01Pr@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000420251205H113942444814iCAZ_L-X-PARY.12e9ef58,-0.0717894809888021,,000420251205H113942444814iCAZ_L-X-PARY.12
23,04Xe@1,04Xe@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000420251205H113942444814iCAZ_L-X-PARY.12e9ef58,1.1849487149655065,,000420251205H113942444814iCAZ_L-X-PARY.12
24,00KAT@0,00KAT@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,,,000220251205H1139423084075ixF_L-P-KXcb.0726207a,0.5602242188105868,,000220251205H1139423084075ixF_L-P-KXcb.07
25,04Po@1,04Po@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000220251205H1139423084075ixF_L-P-KXcb.0726207a,1.3249320414730372,,000220251205H1139423084075ixF_L-P-KXcb.07
26,05Li@1,05Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000220251205H1139423084075ixF_L-P-KXcb.0726207a,1.1082155321509586,,000220251205H1139423084075ixF_L-P-KXcb.07
27,00LCI@0,00LCI@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07c13624,0.4535118438681991,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07
28,04KAT@1,04KAT@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07c13624,0.1809109516011182,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07
29,05LYR@1,05LYR@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07c13624,1.0036362070070337,,000220251205H1139423084075ixF_LitaAgentY-LitaAgentC-KmjS.07
30,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,,,000320251205H1139423651402d3f_L-U-PHVJ.10d3e5d8,0.6362268430103616,,000320251205H1139423651402d3f_L-U-PHVJ.10
31,01USM@0,01USM@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000320251205H1139423651402d3f_L-U-PHVJ.10d3e5d8,0.5322592192654999,,000320251205H1139423651402d3f_L-U-PHVJ.10
32,04Pr@1,04Pr@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000320251205H1139423651402d3f_L-U-PHVJ.10d3e5d8,-0.606539576790377,,000320251205H1139423651402d3f_L-U-PHVJ.10
33,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000020251205H113942142818qBUX_L-U-PUJo.01888572,0.3237684263942219,,000020251205H113942142818qBUX_L-U-PUJo.01
34,10Po@2,10Po@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000020251205H113942142818qBUX_L-U-PUJo.01888572,1.1478131912705654,,000020251205H113942142818qBUX_L-U-PUJo.01
35,11USM@2,11USM@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000020251205H113942142818qBUX_L-U-PUJo.01888572,1.2452231006744314,,000020251205H113942142818qBUX_L-U-PUJo.01
36,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,,,000420251205H113942444814iCAZ_L-U-PP2L.145c353b,0.7337758839036587,,000420251205H113942444814iCAZ_L-U-PP2L.14
37,01USM@0,01USM@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000420251205H113942444814iCAZ_L-U-PP2L.145c353b,1.0107394426159348,,000420251205H113942444814iCAZ_L-U-PP2L.14
38,04Pr@1,04Pr@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000420251205H113942444814iCAZ_L-U-PP2L.145c353b,0.964242162189483,,000420251205H113942444814iCAZ_L-U-PP2L.14
39,00Op@0,00Op@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,,,000320251205H1139423651402d3f_L-P-OTsm.0939f94b,0.9909491910133948,,000320251205H1139423651402d3f_L-P-OTsm.09
40,01Po@0,01Po@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000320251205H1139423651402d3f_L-P-OTsm.0939f94b,0.2700832907080647,,000320251205H1139423651402d3f_L-P-OTsm.09
41,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,,,000320251205H1139423651402d3f_L-P-OTsm.0939f94b,0.4409758248583557,,000320251205H1139423651402d3f_L-P-OTsm.09
42,00USM@0,00USM@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,,,000320251205H1139423651402d3f_L-U-PHVJ.114b10ac,1.1899513917001932,,000320251205H1139423651402d3f_L-U-PHVJ.11
43,01Pr@0,01Pr@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000320251205H1139423651402d3f_L-U-PHVJ.114b10ac,0.179253121939626,,000320251205H1139423651402d3f_L-U-PHVJ.11
44,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,,,000320251205H1139423651402d3f_L-U-PHVJ.114b10ac,0.4323063869094515,,000320251205H1139423651402d3f_L-U-PHVJ.11
45,00LYR@0,00LYR@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.047f8d73,0.4476405729352819,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.04
46,05Po@1,05Po@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.047f8d73,1.2819803749815804,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.04
47,10Li@2,10Li@2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.047f8d73,1.127824818517138,,000120251205H113942213462aczN_LitaAgentY-LitaAgentYR-P5NB.04
48,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,,,000020251205H113942142818qBUX_L-Po-PrMwz.0275d1f8,1.0,,000020251205H113942142818qBUX_L-Po-PrMwz.02
49,10Po@2,10Po@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,,,000020251205H113942142818qBUX_L-Po-PrMwz.0275d1f8,1.1417304067626752,,000020251205H113942142818qBUX_L-Po-PrMwz.02
50,11Pr@2,11Pr@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000020251205H113942142818qBUX_L-Po-PrMwz.0275d1f8,0.6423730339304922,,000020251205H113942142818qBUX_L-Po-PrMwz.02
51,00Op@0,00Op@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.032dcd6d,1.0373658783197528,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.03
52,05Li@1,05Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.032dcd6d,1.0,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.03
53,10LYR@2,10LYR@2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.032dcd6d,0.6498309436970777,,000120251205H113942213462aczN_LitaAgentY-LitaAgentP-Od9n.03
54,00Op@0,00Op@0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,,,000120251205H113942213462aczN_X-P-Ox9Y.05011321,1.0555687208853786,,000120251205H113942213462aczN_X-P-Ox9Y.05
55,05Xe@1,05Xe@1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,,,000120251205H113942213462aczN_X-P-Ox9Y.05011321,1.2447011161697026,,000120251205H113942213462aczN_X-P-Ox9Y.05
56,10Pr@2,10Pr@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,,,000120251205H113942213462aczN_X-P-Ox9Y.05011321,0.6595521835470978,,000120251205H113942213462aczN_X-P-Ox9Y.05
57,00Li@0,00Li@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10812833,0.8862497423424963,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10
58,01LYR@0,01LYR@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10812833,0.6164049380222077,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10
59,04LCI@1,04LCI@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10812833,0.4432743949596373,,000320251205H1139423651402d3f_LitaAgentY-LitaAgentYR-LitaAgentCAFR.10
60,00LCI@0,00LCI@0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03f75742,0.429903744167859,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03
61,05Li@1,05Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03f75742,1.0,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03
62,10Op@2,10Op@2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03f75742,0.8005829239715878,,000120251205H113942213462aczN_LitaAgentC-LitaAgentP-O8zf.03
63,04Li@1,04Li@1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,,,000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-UX2d.011dfdfa,0.6498918736642915,,000020251205H113942142818qBUX_LitaAgentY-LitaAgentN-UX2d.01
