name,planned_n_steps,executed_n_steps,execution_time,simulation_exceptions,contract_exceptions,mechanism_exceptions,other_exceptions,n_agent_exceptions,n_negotiator_exceptions,mean_agent_time,n_neg_requests_sent,n_neg_requests_received,n_neg_requests_rejected,n_negs_registered,n_negs_succeeded,n_negs_failed,n_negs_timedout,n_negs_initiated,n_contracts_concluded,n_contracts_signed,n_contracts_dropped,n_breaches_received,n_breaches_committed,n_contracts_erred,n_contracts_nullified,n_contracts_breached,n_contracts_executed
000920251204H191518050476V10x_LitaAgentY-LitaAgentN-XpL8.29_1,97,97,76.25744044499879,[],[],[],[],0,0,2.8746161171091865e-07,2892,5784,0,5784,1826,3958,498,2892,3810,7576,0,0,0,0,0,0,3788
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentPtGv.14_1,50,50,140.8804231109998,[],[],[],[],0,0,3.037000169570092e-07,708,1416,0,1416,240,1176,94,708,1032,2032,20,0,0,0,0,0,996
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.10_1,103,103,67.0453787309998,[],[],[],[],0,0,3.464285457864337e-07,2492,4984,0,4984,1224,3760,14,2492,2792,5556,70,0,0,0,0,0,2708
001320251204H191518329718od9p_LitaAgentY-LitaAgentYR-LitaAgentPtwp.40_2,188,188,278.53637813499995,[],[],[],[],0,0,2.9212502283826325e-07,3751,7502,0,7502,3436,4066,1138,3751,7044,14048,148,0,0,0,0,0,6876
001220251204H191518230742odZW_LitaAgentC-LitaAgentN-LitaAgentP8nM.38_2,191,191,782.4237442069971,[],[],[],[],0,0,3.078002919210121e-07,2294,4588,0,4588,754,3834,50,2294,3674,7316,22,0,0,0,0,0,3636
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-XJzs.04_2,162,162,273.53332132500145,[],[],[],[],0,0,2.913847520875816e-07,4625,9250,0,9250,3856,5388,276,4625,7272,14500,0,0,0,0,0,0,7250
001520251204H191518506935oTxq_LitaAgentY-LitaAgentC-LitaAgentNyfG.45_1,108,97,897.3778702620002,[],[],[],[],0,0,0.12277865300005514,2565,5130,0,5130,2222,2890,10,2565,4210,8374,188,0,0,0,0,0,3964
001220251204H191518230742odZW_LitaAgentY-LitaAgentN-LitaAgentPSqK.37_2,191,191,113.66436329599992,[],[],[],[],0,0,3.1480008146900216e-07,2479,4958,0,4958,990,3964,48,2479,3910,7788,14,0,0,0,0,0,3880
000620251204H1915178143673RTl_LitaAgentC-LitaAgentN-LitaAgentPONR.18_2,106,106,119.6369353500013,[],[],[],[],0,0,2.918236799921621e-07,4046,8092,0,8092,1918,6174,60,4046,4058,8080,44,0,0,0,0,0,3996
000620251204H1915178143673RTl_LitaAgentC-LitaAgentN-LitaAgentPONR.20_2,106,71,882.0436619100001,[],[],[],[],0,0,2.8264541378832075,3080,6160,0,6160,1602,4526,178,3080,3056,6066,0,0,0,0,0,0,2974
001320251204H191518329718od9p_LitaAgentC-LitaAgentP-X200.40_1,188,188,340.4774411979997,[],[],[],[],0,0,2.885619778680848e-07,4288,8576,0,8576,3186,5390,294,4288,6794,13548,146,0,0,0,0,0,6628
000120251204H191517423326ozUv_LitaAgentY-LitaAgentN-Xwmk.04_1,162,162,249.02067072999853,[],[],[],[],0,0,2.9069185704709247e-07,4615,9230,0,9230,3904,5320,294,4615,7320,14596,0,0,0,0,0,0,7298
001920251204H191518823020TmoJ_LitaAgentY-LitaAgentC-LitaAgentNbsS.57_1,123,123,140.3595813360007,[],[],[],[],0,0,2.7982369989759345e-07,3657,7314,0,7314,4188,3126,166,3657,6316,12596,238,0,0,0,0,0,6060
001620251204H191518585722kZpk_LitaAgentY-LitaAgentN-XF3F.48_2,139,139,69.65631648199997,[],[],[],[],0,0,3.12100110022584e-07,2128,4256,0,4256,960,3296,214,2128,3122,6212,0,0,0,0,0,0,3106
001520251204H191518506935oTxq_LitaAgentN-LitaAgentP-X4ql.46_2,108,108,98.8602657450001,[],[],[],[],0,0,2.727647905190037e-07,2963,5926,0,5926,1656,4270,10,2963,3838,7640,138,0,0,0,0,0,3682
001820251204H191518731166oSeo_LitaAgentY-LitaAgentN-LitaAgentP6lm.55_2,180,180,594.1601333110002,[],[],[],[],0,0,2.9436844335194973e-07,7168,14336,0,14336,2306,7736,126,7168,4950,9872,30,0,0,0,0,0,4906
001520251204H191518506935oTxq_LitaAgentY-LitaAgentYR-LitaAgentCsXn.45_1,108,54,889.4890813540005,[],[],[],[],0,0,0.22209568541288985,2123,4246,0,4246,1692,2524,286,2123,2818,5589,82,0,0,0,0,0,2578
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-LitaAgentPQtR.48_1,139,139,60.74281806599902,[],[],[],[],0,0,2.9760012694168835e-07,2124,4248,0,4248,606,3642,194,2124,2768,5504,0,0,0,0,0,0,2752
001220251204H191518230742odZW_LitaAgentY-LitaAgentN-XRK6.38_1,191,191,128.25157927600048,[],[],[],[],0,0,3.615003151935525e-07,2577,5154,0,5154,1212,3942,12,2577,4132,8232,20,0,0,0,0,0,4096
001620251204H191518585722kZpk_LitaAgentY-LitaAgentYR-LitaAgentN6sL.50_1,139,139,71.41636837999977,[],[],[],[],0,0,2.944998414022848e-07,2124,4248,0,4248,976,3272,396,2124,3138,6244,0,0,0,0,0,0,3122
000720251204H191517882246S2EF_LitaAgentY-LitaAgentN-XfrA.21_2,79,79,74.40790901899891,[],[],[],[],0,0,3.0382259009296404e-07,2908,5816,0,5816,1982,3832,164,2908,3572,7100,54,0,0,0,0,0,3496
001520251204H191518506935oTxq_LitaAgentC-LitaAgentN-LitaAgentPwXx.45_1,108,108,817.2466302100001,[],[],[],[],0,0,2.779410458649235e-07,2685,5370,0,5370,1502,3868,20,2685,3684,7332,144,0,0,0,0,0,3522
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentNTzU.11_1,103,103,66.92785085199966,[],[],[],[],0,0,2.862142472232725e-07,2483,4966,0,4966,1210,3756,28,2483,2778,5528,74,0,0,0,0,0,2690
001220251204H191518230742odZW_LitaAgentC-LitaAgentP-XdeQ.36_1,191,191,90.14603741899964,[],[],[],[],0,0,3.2080001801659817e-07,2467,4934,0,4934,762,4172,50,2467,3682,7332,18,0,0,0,0,0,3648
000120251204H191517423326ozUv_LitaAgentY-LitaAgentN-LitaAgentPXDt.05_1,162,162,176.534729848001,[],[],[],[],0,0,2.9230795917101204e-07,4172,8344,0,8344,3988,4356,832,4172,7404,14764,0,0,0,0,0,0,7382
001120251204H191518196347zglR_LitaAgentY-LitaAgentC-LitaAgentPS5B.35_1,62,62,129.50048884699936,[],[],[],[],0,0,3.253335307817906e-07,2540,5080,0,5080,914,2486,14,2540,1844,3664,32,0,0,0,0,0,1800
001520251204H191518506935oTxq_LitaAgentY-LitaAgentYR-LitaAgentCsXn.47_1,108,66,893.2732322089996,[],[],[],[],0,0,0.43477815058705505,2552,5104,0,5104,2094,2982,354,2552,3466,6886,78,0,0,0,0,0,3218
000520251204H191517722210ao8p_LitaAgentY-LitaAgentC-LitaAgentN0te.15_2,142,142,170.06396302800022,[],[],[],[],0,0,2.890000734409756e-07,4372,8744,0,8744,2422,6318,38,4372,5328,10620,108,0,0,0,0,0,5202
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-XKWR.42_1,138,138,735.1119514689999,[],[],[],[],0,0,2.946922345122752e-07,2576,5152,0,5152,1828,3324,410,2576,4828,9612,74,0,0,0,0,0,4732
001920251204H191518823020TmoJ_LitaAgentY-LitaAgentN-LitaAgentPSoH.59_1,123,123,162.30002503700234,[],[],[],[],0,0,3.10352976050447e-07,4390,8780,0,8780,3624,5156,862,4390,5752,11468,144,0,0,0,0,0,5590
001820251204H191518731166oSeo_LitaAgentC-LitaAgentN-XBxT.54_1,180,180,594.6218182510001,[],[],[],[],0,0,3.0642092353541797e-07,7068,14136,0,14136,2450,7128,272,7068,5094,10160,60,0,0,0,0,0,5020
001720251204H191518649941I0kf_LitaAgentY-LitaAgentC-LitaAgentNjRz.53_1,153,153,135.60851690900017,[],[],[],[],0,0,2.9957144371499975e-07,3097,6194,0,6194,1698,4496,52,3097,3904,7780,52,0,0,0,0,0,3838
000720251204H191517882246S2EF_LitaAgentY-LitaAgentC-LitaAgentPbuz.23_1,79,79,478.3790415830008,[],[],[],[],0,0,2.732357482754571e-07,2860,5720,0,5720,1454,4264,110,2860,3044,6044,54,0,0,0,0,0,2968
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.18_1,106,106,137.8428447309998,[],[],[],[],0,0,2.8905870909939577e-07,4528,9056,0,9056,2122,6926,350,4528,4262,8488,0,0,0,0,0,0,4244
000920251204H191518050476V10x_LitaAgentY-LitaAgentYR-LitaAgentNemf.27_2,97,97,83.05793031999929,[],[],[],[],0,0,2.8561561731084317e-07,2880,5760,0,5760,1484,4276,418,2880,3468,6892,0,0,0,0,0,0,3446
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_2,188,35,889.2246381290001,[],[],[],[],0,0,0.5877535113748706,1440,2880,0,2880,1258,1584,214,1440,1968,3886,0,0,0,0,0,0,1772
001320251204H191518329718od9p_LitaAgentY-LitaAgentN-LitaAgentPzCI.40_2,188,188,224.52384870700007,[],[],[],[],0,0,3.1218746698868927e-07,3359,6718,0,6718,4062,2656,624,3359,7670,15300,164,0,0,0,0,0,7486
001720251204H191518649941I0kf_LitaAgentY-LitaAgentC-LitaAgentNkUJ.51_2,153,153,129.34711176999917,[],[],[],[],0,0,2.72357023537292e-07,3155,6310,0,6310,1254,5056,536,3155,3460,6892,50,0,0,0,0,0,3396
000920251204H191518050476V10x_LitaAgentY-LitaAgentC-LitaAgentPI45.27_1,97,97,75.57719762299985,[],[],[],[],0,0,3.0038455196727927e-07,2826,5652,0,5652,1346,4306,192,2826,3330,6616,0,0,0,0,0,0,3308
000320251204H191517644184eenr_LitaAgentY-LitaAgentN-XR8j.10_1,103,103,73.721510106001,[],[],[],[],0,0,2.690000785930481e-07,2224,4448,0,4448,1362,3084,14,2224,2930,5832,96,0,0,0,0,0,2820
001120251204H191518196347zglR_LitaAgentY-LitaAgentN-XiNJ.33_1,62,62,68.8801019249986,[],[],[],[],0,0,2.8599990602944876e-07,2244,4488,0,4488,942,2124,14,2244,1872,3720,54,0,0,0,0,0,1806
001820251204H191518731166oSeo_LitaAgentY-LitaAgentN-XUuv.54_2,180,180,634.9146218790002,[],[],[],[],0,0,2.888421381373375e-07,7640,15280,0,15280,2614,7898,352,7640,5258,10488,38,0,0,0,0,0,5206
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-XItw.31_2,131,37,899.8989154410001,[],[],[],[],0,0,2.9238890419946983e-07,1776,3552,0,3552,1032,1324,64,1776,1600,3168,0,0,0,0,0,0,1550
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentPqE9.36_2,191,191,91.85928453299857,[],[],[],[],0,0,3.0809933377895503e-07,2682,5364,0,5364,990,4374,372,2682,3910,7788,16,0,0,0,0,0,3878
001420251204H191518424020BnUH_LitaAgentY-LitaAgentYR-XVxm.42_1,138,138,135.50791145599942,[],[],[],[],0,0,2.953078924642446e-07,2919,5838,0,5838,2092,3746,266,2919,5092,10140,62,0,0,0,0,0,5008
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentNgxB.32_1,131,131,720.6324704999997,[],[],[],[],0,0,3.0638890772631083e-07,5360,10720,0,10720,2602,4802,118,5360,4540,9048,24,0,0,0,0,0,4500
000220251204H191517544409YyAK_LitaAgentY-LitaAgentC-XKXF.06_1,178,178,129.01330923800197,[],[],[],[],0,0,3.283996193204075e-07,2448,4896,0,4896,1580,3316,2,2448,4248,8464,18,0,0,0,0,0,4214
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_1,188,34,839.6309220439998,[],[],[],[],0,0,17.281911209876228,1400,2800,0,2800,1304,1478,182,1400,1994,3938,0,0,0,0,0,0,1770
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2,50,50,17.074147608000203,[],[],[],[],0,0,3.0520059226546434e-07,740,1480,0,1480,506,970,166,740,1298,2564,10,0,0,0,0,0,1272
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2,131,131,356.95850987000085,[],[],[],[],0,0,2.7738901230299643e-07,5668,11336,0,11336,2558,5184,66,5668,4496,8960,30,0,0,0,0,0,4450
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_1,106,96,893.0232018070001,[],[],[],[],0,0,0.0030661227019128786,4212,8424,0,8424,1570,6828,414,4212,3524,7002,0,0,0,0,0,0,3434
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_2,162,162,178.6779252030001,[],[],[],[],0,0,2.823846723633603e-07,4615,9230,0,9230,3944,5286,354,4615,7360,14676,0,0,0,0,0,0,7338
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2,62,62,77.545963261,[],[],[],[],0,0,2.9766670195385814e-07,2544,5088,0,5088,916,2516,152,2544,1846,3668,34,0,0,0,0,0,1800
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1,138,138,744.201955085,[],[],[],[],0,0,3.2323063910902977e-07,2782,5564,0,5564,1812,3752,212,2782,4812,9580,64,0,0,0,0,0,4726
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1,139,139,55.352600129001075,[],[],[],[],0,0,3.3760006772354246e-07,2132,4264,0,4264,806,3458,92,2132,2968,5904,0,0,0,0,0,0,2952
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2,103,103,69.66499300199939,[],[],[],[],0,0,3.2350037924646e-07,2316,4632,0,4632,1398,3234,18,2316,2966,5904,80,0,0,0,0,0,2872
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_1,131,131,736.0920756780001,[],[],[],[],0,0,2.9144443184729124e-07,5448,10896,0,10896,2496,4882,68,5448,4434,8836,30,0,0,0,0,0,4388
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_2,180,180,338.81691824699965,[],[],[],[],0,0,2.886470557474668e-07,5981,11962,0,11962,3276,8686,488,5981,6364,12692,114,0,0,0,0,0,6232
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1,50,50,190.71180069000184,[],[],[],[],0,0,3.6719939089380205e-07,708,1416,0,1416,268,1140,4,708,1060,2088,20,0,0,0,0,0,1024
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1,153,153,138.1135922149988,[],[],[],[],0,0,6.282144957887275e-07,3228,6456,0,6456,1084,5372,294,3228,3290,6552,58,0,0,0,0,0,3218
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_2,191,191,131.43097564500204,[],[],[],[],0,0,3.1140007195062935e-07,2682,5364,0,5364,1138,4226,38,2682,4058,8084,20,0,0,0,0,0,4022
001820251204H191518731166oSeo_LitaAgentN-LitaAgentP-X2ik.56_1,180,180,579.5389928759996,[],[],[],[],0,0,3.071579971889916e-07,7158,14316,0,14316,2076,7764,306,7158,4720,9412,46,0,0,0,0,0,4660
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentPHjM.14_1,50,50,8.277992223000183,[],[],[],[],0,0,3.2549996831221506e-07,712,1424,0,1424,254,1170,20,712,1046,2060,22,0,0,0,0,0,1008
001720251204H191518649941I0kf_LitaAgentY-LitaAgentC-LitaAgentPanM.51_1,153,153,144.80741234699963,[],[],[],[],0,0,2.9285716404306837e-07,3499,6998,0,6998,1094,5900,20,3499,3300,6572,40,0,0,0,0,0,3246
001220251204H191518230742odZW_LitaAgentY-LitaAgentC-LitaAgentNy29.38_2,191,51,891.7245299280003,[],[],[],[],0,0,0.0005572938003751915,832,1664,0,1664,510,1134,146,832,1322,2604,0,0,0,0,0,0,1246
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_2,106,106,809.187966773,[],[],[],[],0,0,3.0182357423815547e-07,4508,9016,0,9016,1648,7358,342,4508,3788,7540,0,0,0,0,0,0,3770
001620251204H191518585722kZpk_LitaAgentY-LitaAgentC-LitaAgentPW7o.49_2,139,139,67.08848636899893,[],[],[],[],0,0,3.2390034903073684e-07,2128,4256,0,4256,980,3276,198,2128,3142,6252,0,0,0,0,0,0,3126
000520251204H191517722210ao8p_LitaAgentY-LitaAgentYR-XiJq.17_2,142,142,192.78997134200108,[],[],[],[],0,0,2.8911723775843925e-07,4400,8800,0,8800,2742,6058,124,4400,5648,11260,120,0,0,0,0,0,5510
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.12_1,50,50,9.440755977999288,[],[],[],[],0,0,3.480999112071004e-07,728,1456,0,1456,264,1192,122,728,1056,2080,12,0,0,0,0,0,1028
001420251204H191518424020BnUH_LitaAgentC-LitaAgentN-XkLJ.44_1,138,138,670.5693981680001,[],[],[],[],0,0,3.303076272669177e-07,2181,4362,0,4362,1800,2562,198,2181,4800,9556,94,0,0,0,0,0,4684
001720251204H191518649941I0kf_LitaAgentY-LitaAgentP-XbjC.52_2,153,153,131.976399914,[],[],[],[],0,0,2.977858457597904e-07,3577,7154,0,7154,966,6188,12,3577,3172,6316,44,0,0,0,0,0,3114
001420251204H191518424020BnUH_LitaAgentY-LitaAgentP-XcUT.43_1,138,138,133.82392735099984,[],[],[],[],0,0,3.2361542532901063e-07,2763,5526,0,5526,1740,3786,246,2763,4740,9436,42,0,0,0,0,0,4676
000820251204H1915179350482njE_LitaAgentY-LitaAgentP-Xwzj.26_1,188,188,647.135753996,[],[],[],[],0,0,2.8373688110150397e-07,7400,14800,0,14800,3478,6832,134,7400,6602,13172,44,0,0,0,0,0,6542
000920251204H191518050476V10x_LitaAgentY-LitaAgentN-LitaAgentP1Vw.29_2,97,97,115.11079015799999,[],[],[],[],0,0,2.6961535800532704e-07,2892,5784,0,5784,1728,4056,658,2892,3712,7380,0,0,0,0,0,0,3690
000320251204H191517644184eenr_LitaAgentC-LitaAgentN-LitaAgentPTHB.10_2,103,103,70.22348862800027,[],[],[],[],0,0,2.973573438274408e-07,2283,4566,0,4566,1230,3336,18,2283,2798,5568,76,0,0,0,0,0,2708
001920251204H191518823020TmoJ_LitaAgentY-LitaAgentC-LitaAgentPjpy.59_2,123,123,162.17491740200057,[],[],[],[],0,0,2.784705857801087e-07,4295,8590,0,8590,4794,3792,792,4295,6922,13808,142,0,0,0,0,0,6762
001720251204H191518649941I0kf_LitaAgentN-LitaAgentP-XQgS.53_1,153,153,131.533099753,[],[],[],[],0,0,2.783563104458153e-07,3157,6314,0,6314,1330,4984,530,3157,3536,7044,72,0,0,0,0,0,3450
000120251204H191517423326ozUv_LitaAgentY-LitaAgentP-XkS3.05_1,162,162,185.97475806799775,[],[],[],[],0,0,3.141540219075978e-07,4525,9050,0,9050,3406,5644,480,4525,6822,13600,0,0,0,0,0,0,6800
000420251204H19151769520513tt_LitaAgentY-LitaAgentP-XbWc.14_2,50,50,9.305992608999986,[],[],[],[],0,0,3.070000275329221e-07,724,1448,0,1448,222,1226,88,724,1014,1996,10,0,0,0,0,0,988
000720251204H191517882246S2EF_LitaAgentY-LitaAgentYR-LitaAgentCNXS.22_2,79,79,69.29868769200039,[],[],[],[],0,0,2.7970600058324635e-07,2952,5904,0,5904,1846,4058,146,2952,3436,6828,66,0,0,0,0,0,3348
000220251204H191517544409YyAK_LitaAgentY-LitaAgentP-XPuX.08_1,178,178,127.3696435339989,[],[],[],[],0,0,3.144006768707186e-07,2448,4896,0,4896,1592,3304,36,2448,4260,8488,22,0,0,0,0,0,4222
001020251204H191518120913k0nD_LitaAgentY-LitaAgentYR-LitaAgentP7u0.31_2,131,131,362.4773731050009,[],[],[],[],0,0,2.9711079858114113e-07,5592,11184,0,11184,2754,4902,102,5592,4692,9352,40,0,0,0,0,0,4636
000820251204H1915179350482njE_LitaAgentY-LitaAgentN-LitaAgentPRGI.26_2,188,188,668.5334026840001,[],[],[],[],0,0,2.9847371096318394e-07,7668,15336,0,15336,3192,7484,66,7668,6316,12600,10,0,0,0,0,0,6290
000320251204H191517644184eenr_LitaAgentY-LitaAgentP-X8Cf.11_2,103,103,74.92193334700005,[],[],[],[],0,0,3.017856735303732e-07,2400,4800,0,4800,1292,3508,62,2400,2860,5692,74,0,0,0,0,0,2772
001920251204H191518823020TmoJ_LitaAgentY-LitaAgentYR-Xk2k.59_2,123,123,230.33318718499868,[],[],[],[],0,0,2.8170603293213335e-07,4327,8654,0,8654,4778,3876,674,4327,6906,13776,124,0,0,0,0,0,6764
001720251204H191518649941I0kf_LitaAgentC-LitaAgentN-XNLx.53_2,153,153,128.95078738499797,[],[],[],[],0,0,3.115003762234535e-07,3165,6330,0,6330,1294,5036,248,3165,3500,6972,56,0,0,0,0,0,3430
000720251204H191517882246S2EF_LitaAgentY-LitaAgentC-LitaAgentNGdg.22_1,79,79,104.05684331700002,[],[],[],[],0,0,1.8058824480249314e-07,2936,5872,0,5872,2188,3682,36,2936,3778,7512,54,0,0,0,0,0,3702
000820251204H1915179350482njE_LitaAgentY-LitaAgentC-LitaAgentPHuT.25_2,188,188,652.5911878979987,[],[],[],[],0,0,2.6526303324652346e-07,7556,15112,0,15112,3430,7094,60,7556,6554,13076,54,0,0,0,0,0,6484
