world,type,negs_initiated,times,negs_timedout,negotiator_exceptions,contracts_erred,breaches_received,negs_succeeded,negs_registered,neg_requests_rejected,contracts_signed,contracts_breached,exceptions,contracts_dropped,neg_requests_received,contracts_executed,negs_failed,neg_requests_sent,contracts_concluded,contracts_nullified,breaches_committed
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,420,0.04934731201592513,111,[],0,0,428,770,0,1055,0,[],0,770,462,333,420,532,0,0
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,140,2.0387999938975554e-05,0,[],0,0,0,140,0,67,0,[],0,140,33,140,140,35,0,0
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,System,0,1.419000000169035e-06,0,[],0,0,0,0,0,666,0,[],0,0,325,0,0,345,0,0
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,276.44770571499885,21,[],0,0,63,350,0,126,0,[],0,350,55,283,0,63,0,0
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,280,0.013444882003568637,22,[],0,0,675,980,0,1490,0,[],0,980,637,302,280,747,0,0
001320251204H191518329718od9p_LitaAgentY-LitaAgentC-LitaAgentP0wK.39_18d0e1d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,140,3.495800046948716e-05,7,[],0,0,11,140,0,71,0,[],0,140,35,129,140,37,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,200,4.850007826462388e-07,19,[],0,0,60,385,0,312,0,[],0,385,156,324,200,158,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,200,2.530032361391932e-07,80,[],0,0,50,200,0,194,0,[],0,200,97,150,200,98,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2.409979060757905e-07,30,[],0,0,48,185,0,196,0,[],1,185,97,136,0,99,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,System,0,4.969988367520273e-07,0,[],0,0,0,0,0,776,0,[],0,0,388,0,0,396,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,140,5.200017767492682e-07,36,[],0,0,189,325,0,574,0,[],8,325,279,136,140,289,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,200,2.4800101527944207e-07,0,[],0,0,61,200,0,216,0,[],0,200,108,137,200,109,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentYR-XYsV.13_2d9e92c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,8.080023690126836e-07,1,[],0,0,98,185,0,296,0,[],1,185,147,87,0,149,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,2620,9.409995982423425e-07,13,[],0,0,290,3588,0,838,0,[],0,3588,419,1800,2620,420,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,1300,1.4260003808885813e-06,23,[],0,0,1500,4134,0,3694,0,[],18,4134,1829,1339,1300,1850,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,1.0200019460171461e-06,0,[],0,0,0,449,0,252,0,[],0,449,126,449,0,127,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,System,0,4.5599881559610367e-07,0,[],0,0,0,0,0,1922,0,[],0,0,961,0,0,969,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,524,2.489978214725852e-07,0,[],0,0,0,524,0,228,0,[],0,524,114,524,524,115,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,1224,6.780028343200684e-07,30,[],0,0,768,1673,0,2026,0,[],12,1673,1001,553,1224,1015,0,0
001020251204H191518120913k0nD_LitaAgentY-LitaAgentC-LitaAgentPlNK.31_2db78ee,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,2.2300082491710782e-07,0,[],0,0,0,968,0,0,0,[],0,968,0,519,0,0,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,1108,0.01836166697103181,17,[],0,0,298,3214,0,1140,0,[],0,3214,563,2908,1108,573,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,1552,0.03371774095830915,391,[],0,0,737,2605,0,2112,0,[],0,2605,1030,1852,1552,1061,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,System,0,1.4359993656398728e-06,0,[],0,0,0,0,0,1931,0,[],0,0,958,0,0,977,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,1.0948000635835342e-05,0,[],0,0,159,1053,0,318,0,[],0,1053,153,894,0,159,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,776,3.580002157832496e-06,6,[],0,0,364,776,0,1108,0,[],0,776,535,410,776,556,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,388,5.502999556483701e-06,0,[],0,0,3,388,0,186,0,[],0,388,92,385,388,93,0,0
000620251204H1915178143673RTl_LitaAgentY-LitaAgentC-XiqD.20_15e836c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,388,2.3211001462186687e-05,0,[],0,0,9,388,0,207,0,[],0,388,103,379,388,105,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,2.7499982024892233e-07,0,[],0,0,329,810,0,964,0,[],0,810,482,481,0,483,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,923,4.670005182560999e-07,81,[],0,0,122,1488,0,874,0,[],0,1488,437,1366,923,439,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,2769,9.060004231287166e-07,193,[],0,0,2252,3579,0,5702,0,[],0,3579,2851,1327,2769,2855,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,923,2.430001586617436e-07,0,[],0,0,0,923,0,324,0,[],0,923,162,923,923,163,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,System,0,5.040001269662753e-07,0,[],0,0,0,0,0,3394,0,[],0,0,1697,0,0,1708,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,4.519997673924081e-07,80,[],0,0,930,1620,0,2498,0,[],0,1620,1249,690,0,1251,0,0
000120251204H191517423326ozUv_LitaAgentY-LitaAgentYR-LitaAgentPhWy.03_21d74f5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,8.239999260695186e-07,0,[],0,0,311,810,0,920,0,[],0,810,460,499,0,461,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,992,1.3300032151164487e-06,7,[],0,0,211,1406,0,886,0,[],0,1406,443,947,992,446,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,248,2.2199856175575405e-07,61,[],0,0,9,248,0,122,0,[],0,248,61,239,248,61,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,408,7.819999154889956e-07,18,[],0,0,278,1044,0,664,0,[],4,1044,328,355,408,333,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,2.540000423323363e-07,0,[],0,0,0,429,0,0,0,[],0,429,0,222,0,0,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,System,0,5.460005922941491e-07,0,[],0,0,0,0,0,918,0,[],0,0,459,0,0,465,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,400,1.9609979062806815e-06,66,[],0,0,412,1465,0,1066,0,[],30,1465,503,511,400,535,0,0
001120251204H191518196347zglR_LitaAgentY-LitaAgentP-X3kQ.34_2630766,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,496,2.630004019010812e-07,0,[],0,0,6,496,0,12,0,[],0,496,6,242,496,6,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,1.3610006135422736e-06,4,[],0,0,176,495,0,598,0,[],2,495,297,319,0,300,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,1419,7.180005923146382e-07,88,[],0,0,224,1904,0,1272,0,[],0,1904,636,1680,1419,639,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,745,4.7200046537909657e-07,106,[],0,0,670,1240,0,1886,0,[],18,1240,925,570,745,945,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,2.54998667514883e-07,0,[],0,0,0,471,0,264,0,[],0,471,132,471,0,133,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,System,0,4.7100002120714635e-07,0,[],0,0,0,0,0,2978,0,[],0,0,1489,0,0,1500,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,2.559991116868332e-07,0,[],0,0,178,442,0,632,0,[],17,442,299,264,0,317,0,0
001420251204H191518424020BnUH_LitaAgentY-LitaAgentC-LitaAgentP7xo.43_1f9d333,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,618,6.689988367725164e-07,14,[],0,0,564,1012,0,1950,0,[],27,1012,948,448,618,978,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,1.224998413817957e-06,36,[],0,0,13,464,0,302,0,[],0,464,151,451,0,152,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,533,2.439992385916412e-07,0,[],0,0,0,533,0,278,0,[],0,533,139,533,533,140,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,533,5.170022632228211e-07,49,[],0,0,533,1089,0,1622,0,[],0,1089,811,556,533,813,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,System,0,4.3199906940571964e-07,0,[],0,0,0,0,0,2146,0,[],0,0,1073,0,0,1081,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,533,2.220003807451576e-07,0,[],0,0,0,533,0,274,0,[],0,533,137,533,533,138,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,4.78999936603941e-07,7,[],0,0,252,1112,0,994,0,[],0,1112,497,860,0,499,0,0
001620251204H191518585722kZpk_LitaAgentC-LitaAgentN-XRwp.50_1bfcc20,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,533,2.5700137484818697e-07,0,[],0,0,8,533,0,288,0,[],0,533,144,525,533,145,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,132,7.990020094439387e-07,0,[],0,0,249,1640,0,704,0,[],3,1640,349,1391,132,353,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,936,8.41000655782409e-07,8,[],0,0,330,936,0,1258,0,[],28,936,601,606,936,632,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,312,1.0229996405541897e-06,0,[],0,0,143,312,0,484,0,[],2,312,240,169,312,243,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,System,0,5.290021363180131e-07,0,[],0,0,0,0,0,1554,0,[],0,0,777,0,0,784,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,312,2.8600152290891856e-07,0,[],0,0,0,312,0,192,0,[],0,312,96,312,312,97,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,312,7.829985406715423e-07,10,[],0,0,657,1120,0,1518,0,[],46,1120,713,463,312,760,0,0
000320251204H191517644184eenr_LitaAgentY-LitaAgentC-LitaAgentN1oq.11_2899844,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,312,2.6800080377142876e-07,0,[],0,0,19,312,0,194,0,[],1,312,96,293,312,97,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,2620,1.0260000635753386e-06,14,[],0,0,281,3543,0,820,0,[],0,3543,410,1773,2620,411,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,1268,1.5549996987829218e-06,35,[],0,0,1461,3992,0,3616,0,[],6,3992,1802,1278,1268,1811,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,9.590000900061568e-07,0,[],0,0,0,439,0,252,0,[],0,439,126,439,0,127,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,System,0,4.880000687990105e-07,0,[],0,0,0,0,0,1922,0,[],0,0,961,0,0,969,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,2.4400014808634296e-07,0,[],0,0,44,923,0,88,0,[],4,923,40,439,0,44,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,1036,7.489998097298667e-07,19,[],0,0,706,1475,0,1902,0,[],20,1475,931,433,1036,953,0,0
001020251204H191518120913k0nD_LitaAgentC-LitaAgentP-XIgS.31_10a34a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,524,2.2499989427160472e-07,0,[],0,0,4,524,0,236,0,[],0,524,118,520,524,119,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,1145,1.5099990378075745e-06,148,[],0,0,353,3907,0,1414,0,[],7,3907,700,3554,1145,709,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,757,2.659999154275283e-07,224,[],0,0,127,757,0,598,0,[],0,757,299,630,757,300,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,2271,1.0420003491162788e-06,46,[],0,0,1160,3211,0,3338,0,[],27,3211,1642,2051,2271,1672,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,System,0,5.169999894860666e-07,0,[],0,0,0,0,0,3070,0,[],0,0,1535,0,0,1544,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,1051,1.0030003068095539e-06,62,[],0,0,1069,1949,0,2838,0,[],79,1949,1340,880,1051,1421,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,757,2.800002221192699e-07,0,[],0,0,126,757,0,552,0,[],0,757,276,631,757,277,0,0
000020251204H191517321291qBUX_LitaAgentY-LitaAgentYR-XXsE.01_29d7d1f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,2.890001269406639e-07,8,[],0,0,441,1381,0,882,0,[],1,1381,440,940,0,441,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,200,5.649999366141856e-07,2,[],0,0,39,377,0,270,0,[],0,377,135,337,200,137,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,200,3.159984771627933e-07,0,[],0,0,0,200,0,94,0,[],0,200,47,200,200,48,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,2.6999987312592566e-07,1,[],0,0,28,177,0,156,0,[],1,177,77,148,0,79,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,System,0,5.699985194951296e-07,0,[],0,0,0,0,0,776,0,[],0,0,388,0,0,396,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,9.239993232768029e-07,0,[],0,0,31,177,0,162,0,[],6,177,75,145,0,82,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,108,7.499984349124134e-07,1,[],0,0,149,285,0,494,0,[],13,285,234,135,108,249,0,0
000420251204H19151769520513tt_LitaAgentY-LitaAgentC-LitaAgentN1x4.12_1e9380e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,200,2.769993443507701e-07,0,[],0,0,21,200,0,136,0,[],0,200,68,175,200,69,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,1044,1.2600030458997935e-06,141,[],0,0,383,2962,0,1674,0,[],20,2962,817,2579,1044,840,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,503,4.879984771832824e-07,150,[],0,0,259,1462,0,808,0,[],6,1462,398,1203,503,405,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,503,4.904999514110386e-06,0,[],0,0,0,503,0,292,0,[],0,503,146,503,503,147,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,System,0,4.5500200940296054e-07,0,[],0,0,0,0,0,2192,0,[],0,0,1096,0,0,1103,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,503,2.720007614698261e-07,0,[],0,0,0,503,0,164,0,[],0,503,82,503,503,82,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,172,4.859975888393819e-07,3,[],0,0,334,523,0,958,0,[],30,523,449,189,172,480,0,0
001720251204H191518649941I0kf_LitaAgentC-LitaAgentP-XgRl.52_1b53012,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,503,9.29001544136554e-07,0,[],0,0,108,503,0,464,0,[],2,503,230,395,503,233,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,8.969982445705682e-07,2,[],0,0,78,648,0,538,0,[],3,648,266,570,0,270,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,754,2.2500171326100826e-07,11,[],0,0,148,754,0,678,0,[],0,754,339,606,754,340,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,754,1.8500213627703488e-07,0,[],0,0,0,754,0,370,0,[],0,754,185,754,754,186,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,5.209985829424113e-07,12,[],0,0,229,1356,0,1178,0,[],4,1356,585,1127,0,591,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,System,0,5.28998498339206e-07,0,[],0,0,0,0,0,2904,0,[],0,0,1452,0,0,1460,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,420,5.060028342995793e-07,11,[],0,0,581,1098,0,1858,0,[],13,1098,916,517,420,931,0,0
001220251204H191518230742odZW_LitaAgentY-LitaAgentYR-LitaAgentNx86.38_23a70e7,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,754,2.5099870981648564e-07,2,[],0,0,102,754,0,558,0,[],0,754,279,652,754,280,0,0
001820251204H191518731166oSeo_LitaAgentN-LitaAgentP-X2ik.56_10f7c82,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,2468,1.8400005501462147e-06,185,[],0,0,625,7289,0,1940,0,[],0,7289,970,3763,2468,972,0,0
001820251204H191518731166oSeo_LitaAgentN-LitaAgentP-X2ik.56_10f7c82,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,1.1349984561093152e-06,0,[],0,0,409,571,0,1174,0,[],12,571,575,162,0,588,0,0
