name,planned_n_steps,executed_n_steps,execution_time,simulation_exceptions,contract_exceptions,mechanism_exceptions,other_exceptions,n_agent_exceptions,n_negotiator_exceptions,mean_agent_time,n_neg_requests_sent,n_neg_requests_received,n_neg_requests_rejected,n_negs_registered,n_negs_succeeded,n_negs_failed,n_negs_timedout,n_negs_initiated,n_contracts_concluded,n_contracts_signed,n_contracts_dropped,n_breaches_received,n_breaches_committed,n_contracts_erred,n_contracts_nullified,n_contracts_breached,n_contracts_executed
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-Uyka.14,60,60,197.55858315500018,[],[],[],[],0,0,1.1999997552361732e-07,2759,5518,0,5518,1638,2082,22,2759,2572,5116,26,0,0,0,0,0,2532
000420251210H223957973606jpxE_LitaAgentN-LitaAgentP-PlXW.12,60,60,232.2379456689996,[],[],[],[],0,0,1.2578943584996617e-07,2539,5078,0,5078,1396,1870,78,2539,2330,4632,70,0,0,0,0,0,2246
000020251210H223957824305qBUX_LitaAgentC-LitaAgentN-Kl4w.01,82,82,342.01459369500026,[],[],[],[],0,0,1.2705881732365335e-07,2864,5728,0,5728,1388,4338,90,2864,2818,5600,144,0,0,0,0,0,2656
000220251210H223957905396qy6l_LitaAgentC-LitaAgentN-XP1S.08,71,71,458.03771282599973,[],[],[],[],0,0,1.1857147390920937e-07,2094,4188,0,4188,2428,1760,162,2094,3550,7072,50,0,0,0,0,0,3486
000320251210H223957935659O58P_L-X-PC4w.10,95,95,79.73660397099957,[],[],[],[],0,0,2.1000023480155506e-07,1144,2288,0,2288,540,1748,8,1144,2016,4000,0,0,0,0,0,0,2000
000020251210H223957824305qBUX_L-X-Pr2G.02,82,82,350.8609183870003,[],[],[],[],0,0,1.258823591770659e-07,2826,5652,0,5652,1504,4140,72,2826,2934,5832,92,0,0,0,0,0,2824
000120251210H223957863747wmRA_U-K-OOJh.04,96,96,70.85126852600115,[],[],[],[],0,0,1.2599994079209864e-07,2871,5742,0,5742,3506,2236,382,2871,5202,10372,72,0,0,0,0,0,5114
000220251210H223957905396qy6l_L-P-OHL5.06,71,71,284.39108175100046,[],[],[],[],0,0,1.2499997735306222e-07,2272,4544,0,4544,1928,2616,678,2272,3050,6072,0,0,0,0,0,0,3036
000320251210H223957935659O58P_L-P-KOWc.09,95,95,39.26346164299957,[],[],[],[],0,0,1.3999997463542969e-07,1144,2288,0,2288,702,1586,24,1144,2178,4324,16,0,0,0,0,0,2146
000220251210H223957905396qy6l_LitaAgentC-LitaAgentN-P9fE.06,71,71,238.1775433799994,[],[],[],[],0,0,1.8785691021808555e-07,2272,4544,0,4544,2280,2264,224,2272,3402,6776,0,0,0,0,0,0,3388
000320251210H223957935659O58P_L-U-PW6g.11,95,95,190.12914376499975,[],[],[],[],0,0,1.3799999578623102e-07,1088,2176,0,2176,278,1896,22,1088,1754,3476,0,0,0,0,0,0,1738
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-PxUG.08,71,71,287.56550244699974,[],[],[],[],0,0,1.34285723366442e-07,2272,4544,0,4544,2722,1816,376,2272,3844,7660,0,0,0,0,0,0,3830
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-LitaAgentPBGf.02,82,82,341.61542354300036,[],[],[],[],0,0,1.3058819176341572e-07,2932,5864,0,5864,1418,4446,30,2932,2848,5660,136,0,0,0,0,0,2694
000320251210H223957935659O58P_L-X-UIIx.11,95,95,199.00972558000012,[],[],[],[],0,0,1.4000002011016476e-07,1176,2352,0,2352,502,1850,16,1176,1978,3924,8,0,0,0,0,0,1954
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-P0qX.04,96,96,407.1648006309997,[],[],[],[],0,0,1.266668429404187e-07,2919,5838,0,5838,3414,2424,158,2919,5110,10188,54,0,0,0,0,0,5040
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-XYrI.09,95,95,185.45731011599946,[],[],[],[],0,0,1.2500013326643967e-07,1180,2360,0,2360,424,1936,22,1180,1900,3768,4,0,0,0,0,0,1880
000220251210H223957905396qy6l_L-P-K856.08,71,71,295.8539192130006,[],[],[],[],0,0,1.242856991926341e-07,2272,4544,0,4544,2588,1956,48,2272,3710,7392,0,0,0,0,0,0,3696
000220251210H223957905396qy6l_L-P-O0oR.08,71,71,47.938645728000665,[],[],[],[],0,0,1.8642887360848753e-07,2272,4544,0,4544,1856,2688,548,2272,2978,5928,0,0,0,0,0,0,2964
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-XWlR.09,95,95,194.27833579700018,[],[],[],[],0,0,1.2699993021669797e-07,1168,2336,0,2336,522,1814,10,1168,1998,3964,4,0,0,0,0,0,1978
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PR1V.12,60,60,242.06386732400006,[],[],[],[],0,0,1.257895315862506e-07,2744,5488,0,5488,1498,2134,88,2744,2432,4836,44,0,0,0,0,0,2374
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-PVo7.07,71,71,262.34041012900025,[],[],[],[],0,0,1.3000011936778068e-07,2272,4544,0,4544,2142,2402,274,2272,3264,6500,0,0,0,0,0,0,3250
000020251210H223957824305qBUX_L-U-Kb0F.00,82,82,310.02561398299986,[],[],[],[],0,0,1.3999996393549202e-07,2372,4744,0,4744,1436,3308,142,2372,2866,5696,146,0,0,0,0,0,2702
000020251210H223957824305qBUX_L-Po-PrwW2.02,82,82,348.5682160079996,[],[],[],[],0,0,1.258823591770659e-07,2786,5572,0,5572,1442,4130,36,2786,2872,5708,144,0,0,0,0,0,2710
000220251210H223957905396qy6l_L-X-Prex.06,71,71,59.95653954000045,[],[],[],[],0,0,2.007143068892349e-07,2272,4544,0,4544,2152,2392,194,2272,3274,6520,0,0,0,0,0,0,3260
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-URRO.00,82,82,324.9294139290005,[],[],[],[],0,0,1.1588230443200754e-07,2953,5906,0,5906,1738,4168,304,2953,3168,6300,132,0,0,0,0,0,3018
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-PAhB.11,95,95,265.4001303539999,[],[],[],[],0,0,1.339998561888933e-07,1056,2112,0,2112,372,1740,4,1056,1848,3664,18,0,0,0,0,0,1814
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-UD5h.11,95,95,646.2334293900003,[],[],[],[],0,0,1.6700000742275735e-07,1064,2128,0,2128,384,1738,14,1064,1860,3688,22,0,0,0,0,0,1822
000220251210H223957905396qy6l_L-P-OzPq.06,71,71,92.99229969899989,[],[],[],[],0,0,1.3142861072472964e-07,2056,4112,0,4112,2310,1802,606,2056,3432,6836,30,0,0,0,0,0,3388
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-O24l.08,71,71,116.76976456799912,[],[],[],[],0,0,1.5142852914453086e-07,2272,4544,0,4544,2712,1826,240,2272,3834,7640,0,0,0,0,0,0,3820
000220251210H223957905396qy6l_LitaAgentN-LitaAgentP-XfJs.07,71,71,66.11788144399998,[],[],[],[],0,0,2.0999998793870744e-07,2008,4016,0,4016,2356,1660,122,2008,3478,6928,42,0,0,0,0,0,3422
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-LitaAgentPdMN.12,60,60,210.31462070299995,[],[],[],[],0,0,1.1263163239499064e-07,2771,5542,0,5542,1482,2236,120,2771,2416,4804,20,0,0,0,0,0,2382
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-LitaAgentNU3S.12,60,60,236.6193183940004,[],[],[],[],0,0,1.726314286842305e-07,2592,5184,0,5184,1554,1802,148,2592,2488,4948,66,0,0,0,0,0,2408
000220251210H223957905396qy6l_L-U-PNh5.06,71,71,281.67568429400035,[],[],[],[],0,0,1.3571421472339091e-07,2272,4544,0,4544,2224,2320,204,2272,3346,6664,0,0,0,0,0,0,3332
000020251210H223957824305qBUX_LitaAgentN-LitaAgentP-PMwz.02,82,82,144.2869006560004,[],[],[],[],0,0,1.294117336168283e-07,2351,4702,0,4702,1654,3048,22,2351,3084,6132,190,0,0,0,0,0,2876
000420251210H223957973606jpxE_L-K-O4Ek.13,60,60,106.53292887299904,[],[],[],[],0,0,1.7842093687872157e-07,2707,5414,0,5414,1610,1988,172,2707,2544,5060,44,0,0,0,0,0,2486
000420251210H223957973606jpxE_L-U-KbEI.13,60,60,206.13482692199977,[],[],[],[],0,0,1.1894725934038625e-07,2764,5528,0,5528,1752,1924,60,2764,2686,5344,28,0,0,0,0,0,2644
000220251210H223957905396qy6l_LitaAgentC-LitaAgentN-P9fE.08,71,71,285.99674449899976,[],[],[],[],0,0,1.3857139232901057e-07,2023,4046,0,4046,2510,1536,260,2023,3632,7236,54,0,0,0,0,0,3564
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-P0sz.07,71,71,454.5061818559998,[],[],[],[],0,0,1.335714452060139e-07,2272,4544,0,4544,2484,2054,226,2272,3606,7184,0,0,0,0,0,0,3592
000320251210H223957935659O58P_L-P-OIC7.11,95,95,257.3797154429999,[],[],[],[],0,0,1.4199995348462835e-07,1076,2152,0,2152,444,1708,6,1076,1920,3808,16,0,0,0,0,0,1888
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.00,82,82,63.020806943000025,[],[],[],[],0,0,1.1764704515157706e-07,2934,5868,0,5868,1640,4226,292,2934,3070,6104,134,0,0,0,0,0,2918
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-OLyI.03,96,96,393.64559778400053,[],[],[],[],0,0,1.413333545012089e-07,2345,4690,0,4690,2870,1820,616,2345,4566,9100,104,0,0,0,0,0,4446
000420251210H223957973606jpxE_L-P-K08x.12,60,60,64.58328329599863,[],[],[],[],0,0,2.036841148142948e-07,2579,5158,0,5158,1510,1790,116,2579,2444,4860,62,0,0,0,0,0,2368
000320251210H223957935659O58P_L-X-PKty.09,95,95,107.50756532200012,[],[],[],[],0,0,1.2900000001536682e-07,1244,2488,0,2488,736,1752,8,1244,2212,4392,6,0,0,0,0,0,2190
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-O6zV.09,95,95,25.366167827000027,[],[],[],[],0,0,2.5600020308047534e-07,1108,2216,0,2216,424,1792,26,1108,1900,3768,14,0,0,0,0,0,1870
000320251210H223957935659O58P_L-U-KrqH.11,95,95,202.9640169000004,[],[],[],[],0,0,1.4300012480816803e-07,1074,2148,0,2148,424,1722,96,1074,1900,3768,24,0,0,0,0,0,1860
000120251210H223957863747wmRA_L-U-OeMQ.03,96,96,480.5723950089996,[],[],[],[],0,0,1.2400002257588007e-07,2736,5472,0,5472,3654,1818,338,2736,5350,10668,102,0,0,0,0,0,5232
000320251210H223957935659O58P_LitaAgentY-LitaAgentP-OaiK.09,95,95,73.1425521049996,[],[],[],[],0,0,1.3300013961270453e-07,1244,2488,0,2488,398,2090,42,1244,1874,3716,10,0,0,0,0,0,1848
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-OUnS.12,60,60,61.713196597000206,[],[],[],[],0,0,1.9736848786889917e-07,2763,5526,0,5526,1722,1976,64,2763,2656,5284,34,0,0,0,0,0,2608
000420251210H223957973606jpxE_L-P-KqJO.12,60,60,97.06506996900134,[],[],[],[],0,0,2.1105284088805907e-07,2671,5342,0,5342,1424,2124,272,2671,2358,4688,42,0,0,0,0,0,2302
000020251210H223957824305qBUX_L-U-OYVN.01,82,82,371.5362083989994,[],[],[],[],0,0,1.1352944163852097e-07,2893,5786,0,5786,1448,4336,256,2893,2878,5720,98,0,0,0,0,0,2762
000420251210H223957973606jpxE_L-X-OVyp.12,60,60,241.9237426289992,[],[],[],[],0,0,1.1842099698505511e-07,2703,5406,0,5406,1732,1876,74,2703,2666,5304,28,0,0,0,0,0,2624
000220251210H223957905396qy6l_L-X-UzgJ.08,71,71,451.025100027,[],[],[],[],0,0,1.3999994864986676e-07,2272,4544,0,4544,2148,2396,394,2272,3270,6512,0,0,0,0,0,0,3256
000220251210H223957905396qy6l_L-X-PFjV.07,71,71,54.2746395030008,[],[],[],[],0,0,1.814288615215836e-07,2272,4544,0,4544,2096,2448,28,2272,3218,6408,0,0,0,0,0,0,3204
000320251210H223957935659O58P_L-X-KkuS.11,95,95,26.804085911000584,[],[],[],[],0,0,1.9700000848388298e-07,1096,2192,0,2192,486,1706,8,1096,1962,3892,14,0,0,0,0,0,1932
000020251210H223957824305qBUX_X-P-OQZZ.02,82,82,165.76872056899992,[],[],[],[],0,0,1.217647556640098e-07,2899,5798,0,5798,1600,4198,40,2899,3030,6024,102,0,0,0,0,0,2910
000120251210H223957863747wmRA_L-U-OL3A.05,96,96,66.45879987499939,[],[],[],[],0,0,1.7666679923422636e-07,2475,4950,0,4950,3404,1546,580,2475,5100,10168,130,0,0,0,0,0,4954
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-OO6b.11,95,95,71.37929251399964,[],[],[],[],0,0,1.4799989003222436e-07,1104,2208,0,2208,300,1908,30,1104,1776,3520,4,0,0,0,0,0,1756
000120251210H223957863747wmRA_LitaAgentY-LitaAgentC-Kmg7.05,96,96,426.506335735,[],[],[],[],0,0,1.3133333898925532e-07,2916,5832,0,5832,3304,2528,844,2916,5000,9968,58,0,0,0,0,0,4926
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-KJgL.01,82,82,324.99022448200003,[],[],[],[],0,0,1.8235307245905622e-07,2950,5900,0,5900,1748,4150,310,2950,3178,6320,142,0,0,0,0,0,3018
