world,agent,contracts_erred,exceptions,contracts_dropped,contracts_signed,breaches_received,breaches_committed,contracts_breached,contracts_concluded,neg_requests_rejected,neg_requests_received,negs_initiated,negs_registered,negs_failed,neg_requests_sent,negs_succeeded,negs_timedout,contracts_executed,times,contracts_nullified,negotiator_exceptions
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,00Li@0,0,[],0,154,0,0,0,78,0,120,0,120,63,0,57,0,77,8.00006091594696e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,06Gr@1,0,[],0,234,0,0,0,118,0,100,100,100,3,100,97,0,117,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,10Eq@1,0,[],0,136,0,0,0,69,0,100,100,100,52,100,48,0,68,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,08Ra@1,0,[],0,168,0,0,0,85,0,100,100,100,36,100,64,0,84,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,02Ra@0,0,[],0,178,0,0,0,90,0,120,0,120,51,0,69,0,89,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.02c4465f,01LYR@0,0,[],0,150,0,0,0,76,0,120,0,120,65,0,55,0,75,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,05Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,04Ra@0,0,[],0,160,0,0,0,81,0,120,0,120,60,0,60,0,80,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,03Eq@0,0,[],0,172,0,0,0,87,0,120,0,120,54,0,66,0,86,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,08Eq@1,0,[],0,144,0,0,0,73,0,100,100,100,48,100,52,0,72,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,01Gr@0,0,[],0,182,0,0,0,92,0,120,0,120,49,0,71,0,91,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,09Gr@1,0,[],0,212,0,0,0,107,0,100,100,100,14,100,86,0,106,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,07Eq@1,0,[],0,160,0,0,0,81,0,100,100,100,40,100,60,0,80,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,10Ra@1,0,[],0,158,0,0,0,80,0,100,100,100,41,100,59,1,79,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,06MAT@1,0,[],0,134,0,0,0,68,0,100,100,100,53,100,47,0,67,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,00Li@0,0,[],0,134,0,0,0,68,0,120,0,120,73,0,47,1,67,6.998889148235321e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.03f450f3,02Ra@0,0,[],0,160,0,0,0,81,0,120,0,120,60,0,60,0,80,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,00MAT@0,0,[],0,160,0,0,0,81,0,80,0,80,20,0,60,0,80,1.00000761449337e-06,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,01Li@0,0,[],0,162,0,0,0,82,0,80,0,80,19,0,61,0,81,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,02Eq@0,0,[],0,126,0,0,0,64,0,80,0,80,37,0,43,0,63,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,05Ra@1,0,[],0,146,0,0,0,74,0,80,80,80,27,80,53,0,73,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,03Gr@0,0,[],0,172,0,0,0,87,0,80,0,80,14,0,66,0,86,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,06Gr@1,0,[],0,192,0,0,0,97,0,80,80,80,4,80,76,0,96,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,07Ra@1,0,[],0,162,0,0,0,82,0,80,80,80,19,80,61,0,81,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MMly.08507c21,04Li@1,0,[],0,120,0,0,0,61,0,80,80,80,40,80,40,0,60,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,00MAT@0,0,[],0,148,0,0,0,75,0,80,0,80,26,0,54,0,74,4.998873919248581e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,01LYR@0,0,[],0,104,0,0,0,53,0,80,0,80,46,0,32,0,52,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,02Eq@0,0,[],0,118,0,0,0,60,0,80,0,80,41,0,39,0,59,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,05Ra@1,0,[],0,138,0,0,0,70,0,80,80,80,30,80,49,0,69,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,03Gr@0,0,[],0,148,0,0,0,75,0,80,0,80,26,0,54,0,74,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,06Gr@1,0,[],0,200,0,0,0,101,0,80,80,80,0,80,80,0,100,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,07Ra@1,0,[],0,140,0,0,0,71,0,80,80,80,29,80,50,0,70,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-MZiR.0803fec5,04Li@1,0,[],0,40,0,0,0,21,0,80,80,80,80,80,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,05Li@1,0,[],0,124,0,0,0,63,0,100,100,100,57,100,42,0,62,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,04Ra@0,0,[],0,160,0,0,0,81,0,120,0,120,60,0,60,0,80,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,00LCI@0,0,[],0,108,0,0,0,55,0,120,0,120,84,0,34,0,54,9.0012326836586e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,03Eq@0,0,[],0,176,0,0,0,89,0,120,0,120,52,0,68,0,88,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,08Eq@1,0,[],0,128,0,0,0,65,0,100,100,100,55,100,44,0,64,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,06Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,01Gr@0,0,[],0,180,0,0,0,91,0,120,0,120,50,0,70,0,90,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,09Gr@1,0,[],0,222,0,0,0,112,0,100,100,100,9,100,91,0,111,3.0011869966983795e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,07Eq@1,0,[],0,164,0,0,0,83,0,100,100,100,38,100,62,0,82,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,10Ra@1,0,[],0,148,0,0,0,75,0,100,100,100,46,100,54,0,74,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPY1R.04010d0f,02Ra@0,0,[],0,162,0,0,0,82,0,120,0,120,59,0,61,0,81,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,01Li@0,0,[],0,164,0,0,0,83,0,80,0,80,18,0,62,0,82,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,02Eq@0,0,[],0,132,0,0,0,67,0,80,0,80,34,0,46,0,66,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,3.0011869966983795e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,05Ra@1,0,[],0,126,0,0,0,64,0,80,80,80,37,80,43,0,63,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,03Gr@0,0,[],0,186,0,0,0,94,0,80,0,80,7,0,73,0,93,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,00Li@0,0,[],0,40,0,0,0,21,0,80,0,80,80,0,0,0,20,6.998889148235321e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,06Gr@1,0,[],0,158,0,0,0,80,0,80,80,80,21,80,59,0,79,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,07Ra@1,0,[],0,120,0,0,0,61,0,80,80,80,40,80,40,0,60,3.0011869966983795e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.080a552d,04Li@1,0,[],0,118,0,0,0,60,0,80,80,80,41,80,39,0,59,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,01Li@0,0,[],0,172,0,0,0,87,0,80,0,80,14,0,66,0,86,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,02Eq@0,0,[],0,128,0,0,0,65,0,80,0,80,36,0,44,1,64,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,05Ra@1,0,[],0,126,0,0,0,64,0,80,80,80,37,80,43,0,63,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,03Gr@0,0,[],0,146,0,0,0,74,0,80,0,80,27,0,53,7,73,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,04LYR@1,0,[],0,84,0,0,0,43,0,80,80,80,58,80,22,8,42,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,00Li@0,0,[],0,40,0,0,0,21,0,80,0,80,80,0,0,0,20,6.00004568696022e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,06Gr@1,0,[],0,150,0,0,0,76,0,80,80,80,25,80,55,0,75,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentPwc9.06a574d3,07Ra@1,0,[],0,126,0,0,0,64,0,80,80,80,37,80,43,0,63,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,05Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,04Ra@0,0,[],0,156,0,0,0,79,0,120,0,120,62,0,58,3,78,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,03Eq@0,0,[],0,168,0,0,0,85,0,120,0,120,56,0,64,2,84,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,00MAT@0,0,[],0,174,0,0,0,88,0,120,0,120,53,0,67,6,87,6.00004568696022e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,08Eq@1,0,[],0,136,0,0,0,69,0,100,100,100,52,100,48,0,68,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,01Gr@0,0,[],0,142,0,0,0,72,0,120,0,120,69,0,51,18,71,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,09Gr@1,0,[],0,208,0,0,0,105,0,100,100,100,16,100,84,0,104,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,06LYR@1,0,[],0,146,0,0,0,74,0,100,100,100,47,100,53,30,73,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,07Eq@1,0,[],0,152,0,0,0,77,0,100,100,100,44,100,56,0,76,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,10Ra@1,0,[],0,158,0,0,0,80,0,100,100,100,41,100,59,0,79,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentP-M50P.03fef40e,02Ra@0,0,[],0,160,0,0,0,81,0,120,0,120,60,0,60,1,80,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,05Li@1,0,[],0,124,0,0,0,63,0,100,100,100,58,100,42,0,62,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,04Ra@0,0,[],0,156,0,0,0,79,0,120,0,120,62,0,58,0,78,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,03Eq@0,0,[],0,168,0,0,0,85,0,120,0,120,56,0,64,0,84,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,00MAT@0,0,[],0,164,0,0,0,83,0,120,0,120,58,0,62,0,82,8.00006091594696e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,08Eq@1,0,[],0,132,0,0,0,67,0,100,100,100,54,100,46,0,66,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,06Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,4.998873919248581e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,01Gr@0,0,[],0,152,0,0,0,77,0,120,0,120,64,0,56,0,76,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,09Gr@1,0,[],0,222,0,0,0,112,0,100,100,100,9,100,91,0,111,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,07Eq@1,0,[],0,162,0,0,0,82,0,100,100,100,39,100,61,0,81,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,10Ra@1,0,[],0,158,0,0,0,80,0,100,100,100,41,100,59,0,79,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentN-MAuw.0422890f,02Ra@0,0,[],0,158,0,0,0,80,0,120,0,120,61,0,59,0,79,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,05Li@1,0,[],0,124,0,0,0,63,0,100,100,100,57,100,42,0,62,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,04Ra@0,0,[],0,172,0,0,0,87,0,120,0,120,54,0,66,0,86,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,03Eq@0,0,[],0,180,0,0,0,91,0,120,0,120,50,0,70,0,90,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,00LYR@0,0,[],0,124,0,0,0,63,0,120,0,120,77,0,42,0,62,6.00004568696022e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,08Eq@1,0,[],0,146,0,0,0,74,0,100,100,100,47,100,53,0,73,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,06Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,01Gr@0,0,[],0,178,0,0,0,90,0,120,0,120,51,0,69,0,89,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,09Gr@1,0,[],0,232,0,0,0,117,0,100,100,100,4,100,96,0,116,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,07Eq@1,0,[],0,154,0,0,0,78,0,100,100,100,43,100,57,0,77,1.0011717677116394e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,10Ra@1,0,[],0,160,0,0,0,81,0,100,100,100,40,100,60,0,80,9.988434612751007e-08,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-LitaAgentN9To.040f520d,02Ra@0,0,[],0,162,0,0,0,82,0,120,0,120,59,0,61,0,81,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,00LCI@0,0,[],0,130,0,0,0,66,0,80,0,80,35,0,45,0,65,9.0012326836586e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,01Li@0,0,[],0,110,0,0,0,56,0,80,0,80,45,0,35,0,55,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,02Eq@0,0,[],0,128,0,0,0,65,0,80,0,80,36,0,44,0,64,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,05Ra@1,0,[],0,146,0,0,0,74,0,80,80,80,27,80,53,0,73,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,03Gr@0,0,[],0,154,0,0,0,78,0,80,0,80,23,0,57,0,77,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,06Gr@1,0,[],0,200,0,0,0,101,0,80,80,80,0,80,80,0,100,3.0011869966983795e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,07Ra@1,0,[],0,136,0,0,0,69,0,80,80,80,32,80,48,0,68,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPv9g.07ab8101,04Li@1,0,[],0,40,0,0,0,21,0,80,80,80,80,80,0,0,20,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,01LYR@0,0,[],0,118,0,0,0,60,0,80,0,80,40,0,39,0,59,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,BUYER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,02Eq@0,0,[],0,124,0,0,0,63,0,80,0,80,38,0,42,0,62,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,SELLER,0,[],0,160,0,0,0,84,0,0,0,0,0,0,0,0,80,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,05Ra@1,0,[],0,130,0,0,0,66,0,80,80,80,35,80,45,0,65,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,03Gr@0,0,[],0,146,0,0,0,74,0,80,0,80,27,0,53,0,73,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,00Li@0,0,[],0,116,0,0,0,59,0,80,0,80,42,0,38,0,58,7.00121745467186e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,06Gr@1,0,[],0,200,0,0,0,101,0,80,80,80,0,80,80,0,100,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,07Ra@1,0,[],0,134,0,0,0,68,0,80,80,80,32,80,47,0,67,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.0761d087,04Li@1,0,[],0,40,0,0,0,21,0,80,80,80,80,80,0,0,20,9.988434612751007e-08,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,05Li@1,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,3.0011869966983795e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,00MAT@0,0,[],0,182,0,0,0,92,0,120,0,120,49,0,71,0,91,1.00000761449337e-06,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,09Ra@1,0,[],0,166,0,0,0,84,0,100,100,100,37,100,63,0,83,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,BUYER,0,[],0,240,0,0,0,126,0,0,0,0,0,0,0,0,120,2.998858690261841e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,04Eq@0,0,[],0,174,0,0,0,88,0,120,0,120,53,0,67,0,87,3.0011869966983795e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,SELLER,0,[],0,200,0,0,0,105,0,0,0,0,0,0,0,0,100,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentP-Mdvv.01858e41,03Gr@0,0,[],0,166,0,0,0,84,0,120,0,120,57,0,63,0,83,3.0011869966983795e-07,0,[]
